"cityName","currency"
"Blois","Euro"
"Cannes","Euro"
"La Rochelle","Euro"
"Lodève","Euro"
"Pau, Pyrénées-Atlantiques","Euro"
"Roubaix","Euro"
"Saumur","Euro"
"Cholet","Euro"
"Dunkirk","Euro"
"Pointe-à-Pitre","Euro"
"Saint-Pierre, Réunion","Euro"
"Ajaccio","Euro"
"Fort-de-France","Euro"
"Saint-Germain-des-Prés","Euro"
"Gustavia, Saint Barthélemy","Euro"
"Gustavia","Euro"
"Créteil","Euro"
"Aubervilliers","Euro"
"Antibes","Euro"
"Le Lamentin","Euro"
"Champigny-sur-Marne","Euro"
"Cherbourg","Euro"
"Berlin","Euro"
"Hamburg","Euro"
"Aigio","Euro"
"Agia Paraskevi","Euro"
"Agrinio","Euro"
"Amfissa","Euro"
"Athens","Euro"
"Naxos (city)","Euro"
"Pefki","Euro"
"Chalcis","Euro"
"Patras","Euro"
"Sparta, Laconia","Euro"
"Thebes, Greece","Euro"
"Thessaloniki","Euro"
"Elefsina","Euro"
"Lamia (city)","Euro"
"Arta, Greece","Euro"
"Thermi","Euro"
"Chania","Euro"
"Corinth","Euro"
"Kalamata","Euro"
"Tripoli, Greece","Euro"
"Volos","Euro"
"Heraklion","Euro"
"Alexandroupolis","Euro"
"Kastoria","Euro"
"Kozani","Euro"
"Nafplio","Euro"
"Xanthi","Euro"
"Chalandri","Euro"
"Karditsa","Euro"
"Kavala","Euro"
"Mytilene","Euro"
"Nea Ionia","Euro"
"Nikaia, Attica","Euro"
"Korydallos","Euro"
"Serres","Euro"
"Erythres","Euro"
"Palaio Faliro","Euro"
"Preveza","Euro"
"Pylos","Euro"
"Trikala","Euro"
"Giannitsa","Euro"
"Megara","Euro"
"Glyfada","Euro"
"Pyrgos, Elis","Euro"
"Drama, Greece","Euro"
"Pothia","Euro"
"Salamina, Attica","Euro"
"Chios (town)","Euro"
"Corfu (city)","Euro"
"Kallithea","Euro"
"Spata","Euro"
"Ioannina","Euro"
"Komotini","Euro"
"Nafpaktos","Euro"
"Rethymno","Euro"
"Albenga","Euro"
"Paiania","Euro"
"Bergamo","Euro"
"Caserta","Euro"
"Como","Euro"
"Milan","Euro"
"Modena","Euro"
"Rome","Euro"
"Salerno","Euro"
"Trieste","Euro"
"Venice","Euro"
"Verona","Euro"
"Metropolitan City of Venice","Euro"
"Metropolitan City of Florence","Euro"
"Novoli, Florence","Euro"
"Metropolitan City of Palermo","Euro"
"Agrigento","Euro"
"Alessandria","Euro"
"Ancona","Euro"
"Andria","Euro"
"Asti","Euro"
"Bari","Euro"
"Barletta","Euro"
"Brescia","Euro"
"Castellammare di Stabia","Euro"
"Catanzaro","Euro"
"Cremona","Euro"
"Crotone","Euro"
"Cuneo","Euro"
"Ferrara","Euro"
"L'Aquila","Euro"
"Livorno","Euro"
"Messina","Euro"
"Monza","Euro"
"Naples","Euro"
"Novara","Euro"
"Palermo","Euro"
"Parma","Euro"
"Perugia","Euro"
"Pescara","Euro"
"Pisa","Euro"
"Potenza","Euro"
"Prato","Euro"
"Ravenna","Euro"
"Rimini","Euro"
"Sassari","Euro"
"Siena","Euro"
"Syracuse, Sicily","Euro"
"Terni","Euro"
"Treviso","Euro"
"Udine","Euro"
"Urbino","Euro"
"Varese","Euro"
"Verbania","Euro"
"Vicenza","Euro"
"Faenza","Euro"
"Metropolitan City of Bari","Euro"
"Metropolitan City of Sassari","Euro"
"Merano","Euro"
"Piacenza","Euro"
"Biella","Euro"
"Carrara","Euro"
"Foggia","Euro"
"Forlì","Euro"
"Imperia","Euro"
"Lecce","Euro"
"Lucca","Euro"
"Metropolitan City of Catania","Euro"
"Molfetta","Euro"
"Reggio Emilia","Euro"
"Savona","Euro"
"Taranto","Euro"
"Vibo Valentia","Euro"
"Nocera Umbra","Euro"
"Sanremo","Euro"
"San Vito dei Normanni","Euro"
"Metropolitan City of Cagliari","Euro"
"Tirano","Euro"
"Camaiore","Euro"
"Ischia di Castro","Euro"
"Metropolitan City of Genoa","Euro"
"Drepana","Euro"
"Porta Sempione","Euro"
"Kamenica, Kosovo","Euro"
"Mitrovica, Kosovo","Euro"
"Podujevë","Euro"
"Skenderaj","Euro"
"Vushtrri","Euro"
"Gjilan","Euro"
"Kosovo Polje","Euro"
"Gjakova","Euro"
"Prizren","Euro"
"Suva Reka","Euro"
"Peja","Euro"
"Rahovec","Euro"
"Riga","Euro"
"Jūrmala","Euro"
"Liepāja","Euro"
"Ventspils","Euro"
"Jelgava","Euro"
"Valmiera","Euro"
"Rēzekne","Euro"
"Ķekava","Euro"
"Cēsis","Euro"
"Daugavpils","Euro"
"Olaine","Euro"
"Jēkabpils","Euro"
"Sigulda","Euro"
"Ferizaj","Euro"
"Dūkštas","Euro"
"Gargždai","Euro"
"Akmenė","Euro"
"Palanga City Municipality","Euro"
"Seda, Lithuania","Euro"
"Širvintos","Euro"
"Švenčionėliai","Euro"
"Venta (city)","Euro"
"Vilnius","Euro"
"Kuršėnai","Euro"
"Mažeikiai","Euro"
"Kavarskas","Euro"
"Šeduva","Euro"
"Užventis","Euro"
"Vabalninkas","Euro"
"Vilkija","Euro"
"Grigiškės","Euro"
"Klaipėda","Euro"
"Palanga","Euro"
"Rietavas","Euro"
"Šilutė","Euro"
"Lentvaris","Euro"
"Utena, Lithuania","Euro"
"Švenčionys","Euro"
"Pagėgiai","Euro"
"Raseiniai","Euro"
"Rokiškis","Euro"
"Priekulė, Lithuania","Euro"
"Skuodas","Euro"
"Prienai","Euro"
"Tauragė","Euro"
"Šiauliai","Euro"
"Alytus","Euro"
"Neringa, Lithuania","Euro"
"Neringa Municipality","Euro"
"Panevėžys","Euro"
"Eišiškės","Euro"
"Rūdiškės","Euro"
"Šakiai","Euro"
"Naujoji Akmenė","Euro"
"Nemenčinė","Euro"
"Zarasai","Euro"
"Salantai","Euro"
"Kretinga","Euro"
"Biržai","Euro"
"Plungė","Euro"
"Pečiukai","Euro"
"Anykščiai","Euro"
"Ignalina","Euro"
"Kaunas","Euro"
"Gražiškiai","Euro"
"Joniškėlis","Euro"
"Kudirkos Naumiestis","Euro"
"Žagarė","Euro"
"Jieznas","Euro"
"Kėdainiai","Euro"
"Druskininkai","Euro"
"Marijampolė","Euro"
"Obeliai","Euro"
"Birštonas","Euro"
"Ogre, Latvia","Euro"
"Northern District, Riga","Euro"
"Varėna","Euro"
"Smalininkai","Euro"
"Kazlų Rūda","Euro"
"Pasvalys","Euro"
"Subačius","Euro"
"Troškūnai","Euro"
"Tytuvėnai","Euro"
"Virbalis","Euro"
"Babėnai","Euro"
"Antaviliai","Euro"
"Didieji Pupojai","Euro"
"Dvarčionys","Euro"
"Jonava","Euro"
"Molėtai","Euro"
"Kybartai","Euro"
"Joniškis","Euro"
"Jurbarkas","Euro"
"Kupiškis","Euro"
"Linkuva","Euro"
"Vievis","Euro"
"Ramygala","Euro"
"Baltoji Vokė","Euro"
"Daugai","Euro"
"Ežerėlis","Euro"
"Veisiejai","Euro"
"Kelmė","Euro"
"Viekšniai","Euro"
"Šilalė","Euro"
"Visaginas","Euro"
"Trakai","Euro"
"Vilkaviškis","Euro"
"Ukmergė","Euro"
"Žiežmariai","Euro"
"Ariogala","Euro"
"Dusetos","Euro"
"Gelgaudiškis","Euro"
"Skaudvilė","Euro"
"Kaišiadorys","Euro"
"Varniai","Euro"
"Elektrėnai","Euro"
"Lazdijai","Euro"
"Radviliškis","Euro"
"Garliava","Euro"
"Kalvarija, Lithuania","Euro"
"Pabradė","Euro"
"Pakruojis","Euro"
"Pandėlys","Euro"
"Simnas","Euro"
"Kalnai","Euro"
"Sapieginė","Euro"
"Luxembourg City","Euro"
"Valletta","Euro"
"Qormi","Euro"
"Senglea","Euro"
"Victoria, Malta","Euro"
"Żabbar","Euro"
"Echternach","Euro"
"Differdange","Euro"
"Esch-sur-Alzette","Euro"
"Birgu","Euro"
"Birkirkara","Euro"
"Birżebbuġa","Euro"
"Cospicua","Euro"
"Mdina","Euro"
"Mosta","Euro"
"Naxxar","Euro"
"Siġġiewi","Euro"
"Żebbuġ","Euro"
"Żejtun","Euro"
"Grevenmacher","Euro"
"Remich","Euro"
"Panemunė","Euro"
"Šalčininkai","Euro"
"Danilovgrad","Euro"
"Bar, Montenegro","Euro"
"Pljevlja","Euro"
"Podgorica","Euro"
"Ulcinj","Euro"
"Andrijevica","Euro"
"Cetinje","Euro"
"Plav, Montenegro","Euro"
"Mojkovac","Euro"
"Berane","Euro"
"Plužine","Euro"
"Budva","Euro"
"Herceg Novi","Euro"
"Kotor","Euro"
"Nikšić","Euro"
"Rožaje","Euro"
"Bijelo Polje","Euro"
"Gusinje","Euro"
"Lisbon","Euro"
"Lixa","Euro"
"Praça do Império","Euro"
"Agualva-Cacém","Euro"
"Queluz, Portugal","Euro"
"Milford, County Donegal","Euro"
"Dublin","Euro"
"Cork (city)","Euro"
"Drogheda","Euro"
"Limerick","Euro"
"Cobh","Euro"
"Swords, County Dublin","Euro"
"Swords, Dublin","Euro"
"Clonliffe","Euro"
"Galway","Euro"
"Kilkenny","Euro"
"Shandon, Cork","Euro"
"Westport, County Mayo","Euro"
"North Strand","Euro"
"Blackrock, Dublin","Euro"
"Arbour Hill","Euro"
"Abbeyleix","Euro"
"Killiney","Euro"
"Malahide","Euro"
"Newcastle West","Euro"
"Ballybough","Euro"
"Bratislava","Euro"
"City of San Marino","Euro"
"Prievidza","Euro"
"Stará Ľubovňa","Euro"
"Trenčín","Euro"
"Glengarriff","Euro"
"Prešov","Euro"
"Poprad","Euro"
"Zvolen","Euro"
"Košice","Euro"
"Martin, Slovakia","Euro"
"Nitra","Euro"
"Trnava","Euro"
"Banská Bystrica","Euro"
"Žilina","Euro"
"Michalovce","Euro"
"Brezno","Euro"
"Celje","Euro"
"Koper","Euro"
"Kranj","Euro"
"Ljubljana","Euro"
"Vrhnika","Euro"
"Center District, Ljubljana","Euro"
"Novo Mesto","Euro"
"Slovenj Gradec","Euro"
"Urban Municipality of Celje","Euro"
"Urban Municipality of Maribor","Euro"
"Vipava, Vipava","Euro"
"Kočevje","Euro"
"Bovec","Euro"
"Brežice","Euro"
"Cerknica","Euro"
"Domžale","Euro"
"Dravograd","Euro"
"Gornja Radgona","Euro"
"Grosuplje","Euro"
"Hrastnik","Euro"
"Ilirska Bistrica","Euro"
"Izola","Euro"
"Kamnik","Euro"
"Kostanjevica na Krki","Euro"
"Metlika","Euro"
"Mežica","Euro"
"Murska Sobota","Euro"
"Postojna","Euro"
"Ptuj","Euro"
"Radeče","Euro"
"Ravne na Koroškem","Euro"
"Ruše","Euro"
"Sežana","Euro"
"Slovenska Bistrica","Euro"
"Trebnje","Euro"
"Urban Municipality of Murska Sobota","Euro"
"Velenje","Euro"
"Zagorje ob Savi","Euro"
"Črnomelj","Euro"
"Trbovlje","Euro"
"Kranjska Gora","Euro"
"Municipality of Kranjska Gora","Euro"
"Borovnica, Borovnica","Euro"
"Bled","Euro"
"Radovljica","Euro"
"Beltinci","Euro"
"Gornji Petrovci","Euro"
"Odranci","Euro"
"Municipality of Kanal ob Soči","Euro"
"Lož","Euro"
"El Zofío","Euro"
"Entrevías","Euro"
"Leganés","Euro"
"Pavones","Euro"
"Pueblo Nuevo (Madrid)","Euro"
"Ventas (Madrid)","Euro"
"Almodóvar del Río","Euro"
"Medina de Pomar","Euro"
"As Somozas","Euro"
"La Rinconada, Andalusia","Euro"
"Ortigueira","Euro"
"Santa Eugenia (Madrid)","Euro"
"Alcollarín","Euro"
"Comillas (Madrid)","Euro"
"Huesa","Euro"
"La Luisiana","Euro"
"Monturque","Euro"
"Santisteban del Puerto","Euro"
"Cañete de las Torres","Euro"
"Fernán Núñez","Euro"
"La Granjuela","Euro"
"Montemayor","Euro"
"Montoro","Euro"
"Moriles","Euro"
"Obejo","Euro"
"San Sebastián de los Ballesteros","Euro"
"Almagro (Madrid)","Euro"
"Vallehermoso (Madrid)","Euro"
"Barcelona","Euro"
"Goya (Madrid)","Euro"
"Jete, Granada","Euro"
"Peligros","Euro"
"Plasencia","Euro"
"Guaro, Málaga","Euro"
"Abrantes (Madrid)","Euro"
"Adelfas","Euro"
"Ciudad Jardín (Madrid)","Euro"
"Estrella (Madrid)","Euro"
"La Chopera","Euro"
"Las Delicias (Madrid)","Euro"
"Legazpi (Madrid)","Euro"
"Pacífico (Madrid)","Euro"
"Media Legua","Euro"
"Badajoz","Euro"
"Ceuta","Euro"
"Delicias (Zaragoza)","Euro"
"El Viso (Madrid)","Euro"
"Horta of Valencia","Euro"
"Lista (Madrid)","Euro"
"Madrid","Euro"
"Melilla","Euro"
"Palma de Mallorca","Euro"
"Prosperidad (Madrid)","Euro"
"Toledo, Spain","Euro"
"Antequera","Euro"
"Palos de la Frontera (Madrid)","Euro"
"Moguer","Euro"
"Mutriku","Euro"
"El Ronquillo","Euro"
"Olite","Euro"
"Santa Cruz de La Palma","Euro"
"Cambil","Euro"
"Campillo de Arenas","Euro"
"Tetuán, Madrid","Euro"
"Benamejí","Euro"
"Castilblanco de los Arroyos","Euro"
"Torrecampo","Euro"
"Villarrodrigo","Euro"
"El Guijo","Euro"
"Albanchez de Mágina","Euro"
"Alcaudete","Euro"
"Arjonilla","Euro"
"Arquillos","Euro"
"Aznalcóllar","Euro"
"Bormujos","Euro"
"Canena","Euro"
"Coripe","Euro"
"Guillena","Euro"
"Huévar del Aljarafe","Euro"
"Martín de la Jara","Euro"
"Palomares del Río","Euro"
"Villamanrique de la Condesa","Euro"
"Casa de Campo (Madrid)","Euro"
"Casa de Campo (neighborhood)","Euro"
"Alcobendas","Euro"
"Barakaldo","Euro"
"Benidorm","Euro"
"Castro Urdiales","Euro"
"Eibar","Euro"
"Guernica","Euro"
"Hondarribia","Euro"
"Torrelavega","Euro"
"Alicante","Euro"
"Aranjuez","Euro"
"Ares, Spain","Euro"
"Castellón de la Plana","Euro"
"Coslada","Euro"
"El Puerto de Santa María","Euro"
"Jabalquinto","Euro"
"Lugo","Euro"
"Miranda de Ebro","Euro"
"Pontevedra","Euro"
"Sant Adrià de Besòs","Euro"
"Sant Feliu de Llobregat","Euro"
"Sant Joan Despí","Euro"
"Santiago de Compostela","Euro"
"Segovia","Euro"
"Tarragona","Euro"
"Torrent, Valencia","Euro"
"Villarreal","Euro"
"Ávila","Euro"
"Campamento (Madrid)","Euro"
"Los Palacios y Villafranca","Euro"
"Lucero (Madrid)","Euro"
"Mirasierra","Euro"
"Portugalete","Euro"
"San Cristóbal de La Laguna","Euro"
"Valverde (Madrid)","Euro"
"Brihuega","Euro"
"Errenteria","Euro"
"Espejo, Spain","Euro"
"Socuéllamos","Euro"
"Villanueva del Rey","Euro"
"Villaralto","Euro"
"La Rambla, Córdoba","Euro"
"Carrión de los Céspedes","Euro"
"Casariche","Euro"
"Castro del Río","Euro"
"El Coronil","Euro"
"El Pedroso","Euro"
"El Rubio","Euro"
"Encinas Reales","Euro"
"Fuente Palmera","Euro"
"Fuente la Lancha","Euro"
"Hornachuelos","Euro"
"Palenciana","Euro"
"Villanueva de San Juan","Euro"
"El Arenal, Seville","Euro"
"Las Águilas","Euro"
"Amposta (Madrid)","Euro"
"Bellas Vistas","Euro"
"Castillejos (Madrid)","Euro"
"Marroquina","Euro"
"Moscardó","Euro"
"San Diego (Madrid)","Euro"
"Valdebernardo","Euro"
"Valderrivas","Euro"
"Lora del Río","Euro"
"Novelda","Euro"
"Villena","Euro"
"Canillejas","Euro"
"Ibiza (city)","Euro"
"Cabra del Santo Cristo","Euro"
"Los Villares","Euro"
"Lahiguera","Euro"
"Montellano","Euro"
"La Paz (Madrid)","Euro"
"Nueva España (Madrid)","Euro"
"Numancia (Madrid)","Euro"
"Orcasur","Euro"
"Palomeras Bajas","Euro"
"Palomeras Sureste","Euro"
"Pradolongo","Euro"
"Rejas","Euro"
"Salvador (Madrid)","Euro"
"Simancas (Madrid)","Euro"
"Trafalgar (Madrid)","Euro"
"Valdeacederas","Euro"
"Valdezarza","Euro"
"Vinateros","Euro"
"Lorca, Spain","Euro"
"Tudela","Euro"
"Tudela, Navarre","Euro"
"Albolote","Euro"
"Cascante","Euro"
"Cortes y Graena","Euro"
"Cuevas del Campo","Euro"
"Deifontes","Euro"
"Dílar","Euro"
"Elda","Euro"
"Escúzar","Euro"
"Fonelas","Euro"
"Freila","Euro"
"Gójar","Euro"
"Las Gabias","Euro"
"Belmez, Córdoba","Euro"
"Chiclana de Segura","Euro"
"La Puebla de los Infantes","Euro"
"Palma del Río","Euro"
"Los Llanos de Aridane","Euro"
"La Puebla del Río","Euro"
"Mancha Real","Euro"
"Pegalajar","Euro"
"Tacoronte","Euro"
"Almenara (Madrid)","Euro"
"Atzeneta del Maestrat","Euro"
"Doña Mencía","Euro"
"Nueva Carteya","Euro"
"Ensanche de Vallecas","Euro"
"Ibiza (Madrid)","Euro"
"Beas de Guadix","Euro"
"Benalúa","Euro"
"Ugíjar","Euro"
"Villafranca de Córdoba","Euro"
"Benarrabá","Euro"
"Bedmar y Garcíez","Euro"
"Gelves","Euro"
"San Juan de Aznalfarache","Euro"
"Ciudad Universitaria (Madrid)","Euro"
"Cuatro Caminos (Madrid)","Euro"
"El Cañaveral","Euro"
"Espartinas","Euro"
"Torredelcampo","Euro"
"Cuatro Vientos","Euro"
"Alfalfa, Seville","Euro"
"Santa Bárbara (Toledo)","Euro"
"Santa María de Benquerencia","Euro"
"Argüelles (Madrid)","Euro"
"Tocina","Euro"
"Villaverde del Río","Euro"
"Alcalá la Real","Euro"
"Murtas","Euro"
"Nívar","Euro"
"Ogíjares","Euro"
"Orce","Euro"
"Arcos (Madrid)","Euro"
"Casco Histórico de Barajas","Euro"
"Corralejos","Euro"
"El Goloso","Euro"
"Fuentelarreina","Euro"
"Hellín (Madrid)","Euro"
"Horcajo (Madrid)","Euro"
"Los Cármenes","Euro"
"Rosas (Madrid)","Euro"
"Güevéjar","Euro"
"Huélago","Euro"
"Huéneja","Euro"
"Huétor Vega","Euro"
"La Malahá","Euro"
"Lanteira","Euro"
"Lentegí","Euro"
"Lobras","Euro"
"Maracena","Euro"
"Marchal, Granada","Euro"
"Maspalomas","Euro"
"Posadas, Spain","Euro"
"Valle Gran Rey","Euro"
"Villanueva de Córdoba","Euro"
"Fuente-Tójar","Euro"
"Lecrín","Euro"
"Guarromán","Euro"
"Pedrera, Seville","Euro"
"Pinos Genil","Euro"
"Pinos Puente","Euro"
"Polícar","Euro"
"Puebla de Don Fadrique","Euro"
"Pulianas","Euro"
"Santa Cruz del Comercio","Euro"
"Soportújar","Euro"
"Torre-Cardela","Euro"
"Valle del Zalabí","Euro"
"Villaharta","Euro"
"Villamena","Euro"
"Villanueva de las Torres","Euro"
"Vélez de Benaudalla","Euro"
"Zagra, Granada","Euro"
"Alcaracejos","Euro"
"Almedinilla","Euro"
"Carcabuey","Euro"
"Sangüesa","Euro"
"El Garrobo","Euro"
"El Viso del Alcor","Euro"
"Villa del Río","Euro"
"Embajadores","Euro"
"Casco Histórico de Vicálvaro","Euro"
"Portazgo (Madrid)","Euro"
"Villardompardo","Euro"
"Begíjar","Euro"
"Salas de los Infantes","Euro"
"Fuensanta de Martos","Euro"
"Fuerte del Rey","Euro"
"Génave","Euro"
"Jamilena","Euro"
"Marmolejo, Spain","Euro"
"Puente de Génave","Euro"
"Santiago de Calatrava","Euro"
"Torreblascopedro","Euro"
"Las Acacias (Madrid)","Euro"
"Atocha (Madrid)","Euro"
"Castilla (Madrid)","Euro"
"Fuente del Berro","Euro"
"Hispanoamérica","Euro"
"La Guindalera","Euro"
"Opañel","Euro"
"Puerta Bonita (Madrid)","Euro"
"San Isidro (Madrid)","Euro"
"La Puebla de Cazalla","Euro"
"Los Molares","Euro"
"Dos Torres","Euro"
"Montijo, Spain","Euro"
"Albalá","Euro"
"Aldeaquemada","Euro"
"Benatae","Euro"
"Carboneros","Euro"
"Castilleja del Campo","Euro"
"Cazalilla","Euro"
"Chilluévar","Euro"
"Cárcheles","Euro"
"Jayena","Euro"
"Los Corrales","Euro"
"Mengíbar","Euro"
"Noalejo","Euro"
"Olivares, Spain","Euro"
"Orcera","Euro"
"Enschede","Euro"
"Oranjestad, Aruba","Euro"
"Willemstad","Euro"
"Santa Rosa, Curaçao","Euro"
"Peal de Becerro","Euro"
"Pozo Alcón","Euro"
"Salteras","Euro"
"Santiago-Pontones","Euro"
"Valdepeñas de Jaén","Euro"
"Villanueva de la Reina","Euro"
"Vista Alegre (Madrid)","Euro"
"Koforidua","Ghanaian cedi"
"Akim Oda","Ghanaian cedi"
"Techiman","Ghanaian cedi"
"Tema","Ghanaian cedi"
"Chinderi","Ghanaian cedi"
"Accra","Ghanaian cedi"
"Accra Metropolitan District","Ghanaian cedi"
"Kumasi","Ghanaian cedi"
"Suva","Fijian dollar"
"Borjomi","Georgian lari"
"Lanchkhuti","Georgian lari"
"Sekondi-Takoradi","Ghanaian cedi"
"Baghdati","Georgian lari"
"Lautoka","Fijian dollar"
"Vale, Georgia","Georgian lari"
"Batumi","Georgian lari"
"Samtredia","Georgian lari"
"Marneuli","Georgian lari"
"Terjola","Georgian lari"
"Khobi","Georgian lari"
"Zestaponi","Georgian lari"
"Tsageri","Georgian lari"
"Khashuri","Georgian lari"
"Tkibuli","Georgian lari"
"Ninotsminda","Georgian lari"
"Lazika (planned city)","Georgian lari"
"Kareli, Georgia","Georgian lari"
"Oni, Georgia","Georgian lari"
"Senaki","Georgian lari"
"Akhmeta","Georgian lari"
"Gali (town)","Georgian lari"
"Dedoplistsqaro","Georgian lari"
"Tamale, Ghana","Ghanaian cedi"
"Damongo","Ghanaian cedi"
"Tarkwa","Ghanaian cedi"
"Mampong","Ghanaian cedi"
"Essam, Ghana","Ghanaian cedi"
"Berekum","Ghanaian cedi"
"Cape Coast","Ghanaian cedi"
"Wa, Ghana","Ghanaian cedi"
"Keta","Ghanaian cedi"
"Agogo, Ghana","Ghanaian cedi"
"Funsi","Ghanaian cedi"
"Ho, Ghana","Ghanaian cedi"
"Sunyani","Ghanaian cedi"
"Winneba","Ghanaian cedi"
"Assin Fosu","Ghanaian cedi"
"Duayaw Nkwanta","Ghanaian cedi"
"Bolgatanga","Ghanaian cedi"
"Sefwi Adabokrom","Ghanaian cedi"
"Villa Nueva, Guatemala","Guatemalan quetzal"
"Siguiri","Guinean franc"
"Dabola","Guinean franc"
"Guatemala City","Guatemalan quetzal"
"Boké","Guinean franc"
"Conakry","Guinean franc"
"Puerto Barrios","Guatemalan quetzal"
"San Cristóbal Verapaz","Guatemalan quetzal"
"Escuintla","Guatemalan quetzal"
"Huehuetenango","Guatemalan quetzal"
"Santiago Atitlán","Guatemalan quetzal"
"Retalhuleu","Guatemalan quetzal"
"Salamá","Guatemalan quetzal"
"Kamsar","Guinean franc"
"Salcajá","Guatemalan quetzal"
"San Juan Ostuncalco","Guatemalan quetzal"
"Villa Canales","Guatemalan quetzal"
"Jalapa, Jalapa","Guatemalan quetzal"
"Mixco","Guatemalan quetzal"
"Antigua Guatemala","Guatemalan quetzal"
"Totonicapán","Guatemalan quetzal"
"Chimaltenango","Guatemalan quetzal"
"Santa Cruz del Quiché","Guatemalan quetzal"
"Santo Tomás de Castilla","Guatemalan quetzal"
"Guastatoya","Guatemalan quetzal"
"Quetzaltenango","Guatemalan quetzal"
"Esquipulas","Guatemalan quetzal"
"Dome, Ghana","Ghanaian cedi"
"Nuevo San Carlos","Guatemalan quetzal"
"Boankra","Ghanaian cedi"
"Panajachel","Guatemalan quetzal"
"Parika","Guyanese dollar"
"Aquin City","Haitian gourde"
"Mabaruma","Guyanese dollar"
"Georgetown, Guyana","Guyanese dollar"
"Port-au-Prince","Haitian gourde"
"Saint-Marc","Haitian gourde"
"Carrefour, Haiti","Haitian gourde"
"Cap-Haïtien","Haitian gourde"
"Delmas, Haiti","Haitian gourde"
"Rose Hall, Guyana","Guyanese dollar"
"Anna Regina","Guyanese dollar"
"Gonaïves","Haitian gourde"
"Les Cayes","Haitian gourde"
"New Amsterdam, Guyana","Guyanese dollar"
"Labé","Guinean franc"
"Linden, Guyana","Guyanese dollar"
"Corriverton","Guyanese dollar"
"Mahdia, Guyana","Guyanese dollar"
"Vreed en Hoop","Guyanese dollar"
"Ituni","Guyanese dollar"
"Kissidougou","Guinean franc"
"Rosignol","Guyanese dollar"
"Bartica","Guyanese dollar"
"Faranah","Guinean franc"
"Guéckédou","Guinean franc"
"Beyla, Guinea","Guinean franc"
"Lethem, Guyana","Guyanese dollar"
"Nacaome","Honduran lempira"
"La Esperanza, Honduras","Honduran lempira"
"San Pedro Sula","Honduran lempira"
"Banjul","Gambian dalasi"
"Serekunda","Gambian dalasi"
"Tegucigalpa","Honduran lempira"
"Trujillo, Honduras","Honduran lempira"
"Ocotepeque","Honduran lempira"
"Yuscarán","Honduran lempira"
"La Paz, Honduras","Honduran lempira"
"Santa Bárbara, Honduras","Honduran lempira"
"Pétion-Ville","Haitian gourde"
"Croix-des-Bouquets","Haitian gourde"
"Léogâne","Haitian gourde"
"Port-de-Paix","Haitian gourde"
"Gracias","Honduran lempira"
"Santa Rosa de Copán","Honduran lempira"
"Puerto Lempira","Honduran lempira"
"Coxen Hole","Honduran lempira"
"Petit-Goâve","Haitian gourde"
"Kenscoff","Haitian gourde"
"Baja, Hungary","Hungarian forint"
"Zabar, Hungary","Hungarian forint"
"Thimphu","Indian rupee"
"Paro, Bhutan","Indian rupee"
"Trongsa","Indian rupee"
"Punakha","Indian rupee"
"Phuntsholing","Indian rupee"
"Trashigang","Indian rupee"
